driver_trip,prob
1442_184,0.9904
1442_185,0.7552
1442_186,0.8498
1442_187,0.7476
1442_188,0.7038
1442_189,0.7944
1442_19,0.9104
1442_190,0.7416
1442_191,0.721
1442_192,0.899
1442_193,0.9072
1442_194,0.9968
1442_195,0.7792
1442_196,0.8646
1442_197,0.7792
1442_198,0.8364
1442_199,0.7558
1442_2,0.7246
1442_20,0.7008
1442_200,0.9808
1442_21,0.8314
1442_22,0.8108
1442_23,0.7376
1442_24,0.893
1442_25,0.6966
1442_26,0.9754
1442_27,0.7496
1442_28,0.9528
1442_29,0.892
1442_3,0.6966
1442_30,0.9018
1442_31,0.7456
1442_32,0.7748
1442_33,0.0664
1442_34,0.8456
1442_35,0.741
1442_36,0.6846
1442_37,0.8412
1442_38,0.9334
1442_39,0.9734
1442_4,0.9556
1442_40,0.7526
1442_41,0.739
1442_42,0.7532
1442_43,0.9092
1442_44,0.9246
1442_45,0.9096
1442_46,0.9234
1442_47,0.6948
1442_48,0.9292
1442_49,0.6998
1442_5,0.96
1442_50,0.6956
1442_51,0.9712
1442_52,0.0596
1442_53,0.6994
1442_54,0.7198
1442_55,0.7824
1442_56,0.8018
1442_57,0.7862
1442_58,0.8592
1442_59,0.7344
1442_6,0.8162
1442_60,0.7148
1442_61,0.9444
1442_62,0.7196
1442_63,0.7136
1442_64,0.791
1442_65,0.9082
1442_66,0.829
1442_67,0.7926
1442_68,0.6456
1442_69,0.8766
1442_7,0.957
1442_70,0.9934
1442_71,0.9442
1442_72,0.665
1442_73,0.7566
1442_74,0.9764
1442_75,0.9618
1442_76,0.8968
1442_77,0.7956
1442_78,0.6944
1442_79,0.886
1442_8,0.853
1442_80,0.9986
1442_81,0.9654
1442_82,0.748
1442_83,0.9828
1442_84,0.0194
1442_85,0.8112
1442_86,0.7938
1442_87,0.977
1442_88,0.7192
1442_89,0.6838
1442_9,0.0414
1442_90,0.749
1442_91,0.6622
1442_92,0.8948
1442_93,0.903
1442_94,0.7616
1442_95,0.7866
1442_96,0.7328
1442_97,0.694
1442_98,0.7752
1442_99,0.9248
2559_1,0.8158
2559_10,0.9466
2559_100,0.8596
2559_101,0.8464
2559_102,0.005
2559_103,0.7328
2559_104,0.014
2559_105,0.965
2559_106,0.6948
2559_107,0.9396
2559_108,0.7256
2559_109,0.9568
2559_11,0.7168
2559_110,0.7588
2559_111,0.7514
2559_112,0.807
2559_113,0.906
2559_114,0.8008
2559_115,0.8106
2559_116,0.7464
2559_117,0.6606
2559_118,0.9374
2559_119,0.9142
2559_12,0.7444
2559_120,0.9578
2559_121,0.7518
2559_122,0.7744
2559_123,0.7916
2559_124,0.9256
2559_125,0.8208
2559_126,0.986
2559_127,0.8164
2559_128,0.8738
2559_129,0.727
2559_13,0.8358
2559_130,0.7314
2559_131,0.8184
2559_132,0.7998
2559_133,0.6876
2559_134,0.7116
2559_135,0.763
2559_136,0.8372
2559_137,0.6884
2559_138,0.8378
2559_139,0.6812
2559_14,0.6848
2559_140,0.8268
2559_141,0.7332
2559_142,0.7832
2559_143,0.8414
2559_144,0.9702
2559_145,0.8654
2559_146,0.8832
2559_147,0.799
2559_148,0.863
2559_149,0.8198
2559_15,0.7586
2559_150,0.84
2559_151,0.7284
2559_152,0.6544
2559_153,0.715
2559_154,0.8156
2559_155,0.84
2559_156,0.8084
2559_157,0.8972
2559_158,0.8984
2559_159,0.9848
2559_16,0.9718
2559_160,0.8032
2559_161,0.726
2559_162,0.7798
2559_163,0.718
2559_164,0.8788
2559_165,0.8208
2559_166,0.7558
2559_167,0.8334
2559_168,0.8394
2559_169,0.7192
2559_17,0.8172
2559_170,0.7574
2559_171,0.76
2559_172,0.8578
2559_173,0.8528
2559_174,0.8308
2559_175,0.7216
2559_176,0.727
2559_177,0.8284
2559_178,0.7368
2559_179,0.7554
2559_18,0.7916
2559_180,0.8544
2559_181,0.969
2559_182,0.8126
2559_183,0.802
2559_184,0.7078
2559_185,0.8882
2559_186,0.7772
2559_187,0.8328
2559_188,0.8824
2559_189,0.6974
2559_19,0.8476
2559_190,0.7694
2559_191,0.074
2559_192,0.903
2559_193,0.6954
2559_194,0.91
2559_195,0.0012
2559_196,0.8868
2559_197,0.827
2559_198,0.7436
2559_199,0.819
2559_2,0.9138
2559_20,0.8706
2559_200,0.8434
2559_21,0.7138
2559_22,0.7624
2559_23,0.8498
2559_24,0.8536
2559_25,0.7434
2559_26,0.006
2559_27,0.951
2559_28,0.7352
2559_29,0.7616
2559_3,0.7326
2559_30,0.8034
2559_31,0.0124
2559_32,0.9048
2559_33,0.8704
2559_34,0.6984
2559_35,0.8266
2559_36,0.8912
2559_37,0.7462
2559_38,0.825
2559_39,0.7714
2559_4,0.8294
2559_40,0.8596
2559_41,0.7566
2559_42,0.8004
2559_43,0.8584
2559_44,0.9
2559_45,0.8566
2559_46,0.847
2559_47,0.7798
2559_48,0.787
2559_49,0.9548
2559_5,0.7556
2559_50,0.9206
2559_51,0.848
2559_52,0.9722
2559_53,0.6962
2559_54,0.7668
2559_55,0.8386
2559_56,0.7086
2559_57,0.759
2559_58,0.8076
2559_59,0.959
2559_6,0.79
2559_60,0.7794
2559_61,0.7614
2559_62,0.7696
2559_63,0.7342
2559_64,0.8232
2559_65,0.7586
2559_66,0.8782
2559_67,0.7118
2559_68,0.8746
2559_69,0.7148
2559_7,0.8338
2559_70,0.874
2559_71,0.7726
2559_72,0.8136
2559_73,0.7716
2559_74,0.8426
2559_75,0.8454
2559_76,0.7448
2559_77,0.67
2559_78,0.8182
2559_79,0.821
2559_8,0.8486
2559_80,0.7092
2559_81,0.8346
2559_82,0.7144
2559_83,0.0024
2559_84,0.769
2559_85,0.8644
2559_86,0.7848
2559_87,0.8084
2559_88,0.8094
2559_89,0.9428
2559_9,0.8366
2559_90,0.8016
2559_91,0.8826
2559_92,0.6876
2559_93,0.8054
2559_94,0.8746
2559_95,0.6938
2559_96,0.8606
2559_97,0.712
2559_98,0.7904
2559_99,0.8694
1301_1,0.7566
1301_10,0.7414
1301_100,0.8434
1301_101,0.817
1301_102,0.7612
1301_103,0.8468
1301_104,0.9114
1301_105,0.7902
1301_106,0.8762
1301_107,0.7108
1301_108,0.8932
1301_109,0.7576
1301_11,0.7554
1301_110,0.8232
1301_111,0.834
1301_112,0.7778
1301_113,0.8074
1301_114,0.6882
1301_115,0.8316
1301_116,0.7026
1301_117,0.7102
1301_118,0.7912
1301_119,0.8334
1301_12,0.88
1301_120,0.8072
1301_121,0.8214
1301_122,0.6712
1301_123,0.7738
1301_124,0.8788
1301_125,0.7426
1301_126,0.7722
1301_127,0.7412
1301_128,0.9062
1301_129,0.8464
1301_13,0.7788
1301_130,0.6726
1301_131,0.8658
1301_132,0.8982
1301_133,0.724
1301_134,0.7226
1301_135,0.8396
1301_136,0.799
1301_137,0.8954
1301_138,0.0452
1301_139,0.8628
1301_14,0.7924
1301_140,0.7694
1301_141,0.7502
1301_142,0.8126
1301_143,0.8444
1301_144,0.675
1301_145,0.725
1301_146,0.9212
1301_147,0.6944
1301_148,0.7946
1301_149,0.8438
1301_15,0.7078
1301_150,0.0048
1301_151,0.0676
1301_152,0.8656
1301_153,0.8218
1301_154,0.7876
1301_155,0.7722
1301_156,0.6934
1301_157,0.863
1301_158,0.7976
1301_159,0.7566
1301_16,0.7846
1301_160,0.861
1301_161,0.701
1301_162,0.8452
1301_163,0.846
1301_164,0.8364
1301_165,0.8188
1301_166,0.78
1301_167,0.6872
1301_168,0.8294
1301_169,0.7702
1301_17,0.8166
1301_170,0.82
1301_171,0.7056
1301_172,0.7506
1301_173,0.7394
1301_174,0.0426
1301_175,0.829
1301_176,0.8704
1301_177,0.8174
1301_178,0.6746
1301_179,0.8468
1301_18,0.8896
1301_180,0.9104
1301_181,0.7686
1301_182,0.0418
1301_183,0.9412
1301_184,0.7456
1301_185,0.8514
1301_186,0.6634
1301_187,0.7326
1301_188,0.8522
1301_189,0.817
1301_19,0.7952
1301_190,0.6578
1301_191,0.863
1301_192,0.7084
1301_193,0.8176
1301_194,0.8412
1301_195,0.6632
1301_196,0.791
1301_197,0.8414
1301_198,0.733
1301_199,0.788
1301_2,0.7986
1301_20,0.8962
1301_200,0.7778
1301_21,0.828
1301_22,0.7972
1301_23,0.7952
1301_24,0.7954
1301_25,0.8222
1301_26,0.8498
1301_27,0.746
1301_28,0.0366
1301_29,0.7724
1301_3,0.677
1301_30,0.753
1301_31,0.8416
1301_32,0.895
1301_33,0.6954
1301_34,0.731
1301_35,0.7828
1301_36,0.7618
1301_37,0.693
1301_38,0.789
1301_39,0.7168
1301_4,0.8066
1301_40,0.7322
1301_41,0.7026
1301_42,0.7866
1301_43,0.7842
1301_44,0.7496
1301_45,0.7596
1301_46,0.8304
1301_47,0.7006
1301_48,0.846
1301_49,0.6822
1301_5,0.9176
1301_50,0.795
1301_51,0.8818
1301_52,0.7598
1301_53,0.792
1301_54,0.879
1301_55,0.7904
1301_56,0.6892
1301_57,0.723
1301_58,0.7088
1301_59,0.738
1301_6,0.8752
1301_60,0.8626
1301_61,0.7564
1301_62,0.8004
1301_63,0.8224
1301_64,0.7704
1301_65,0.8556
1301_66,0.842
1301_67,0.7744
1301_68,0.9224
1301_69,0.9222
1301_7,0.7168
1301_70,0.8458
1301_71,0.8498
1301_72,0.8014
1301_73,0.7676
1301_74,0.7936
1301_75,0.8334
1301_76,0.8302
1301_77,0.7204
1301_78,0.7778
1301_79,0.0436
1301_8,0.766
1301_80,0.8306
1301_81,0.7698
1301_82,0.764
1301_83,0.6992
1301_84,0.7776
1301_85,0.8102
1301_86,0.8716
1301_87,0.7366
1301_88,0.8454
1301_89,0.7366
1301_9,0.8252
1301_90,0.8616
1301_91,0.715
1301_92,0.8676
1301_93,0.8034
1301_94,0.8762
1301_95,0.681
1301_96,0.921
1301_97,0.8124
1301_98,0.862
1301_99,0.8108
3300_1,0.7342
3300_10,0.8352
3300_100,0.8722
3300_101,0.824
3300_102,0.7908
3300_103,0.9534
3300_104,0.8414
3300_105,0.7742
3300_106,0.8188
3300_107,0.8286
3300_108,0.682
3300_109,0.729
3300_11,0.822
3300_110,0.7918
3300_111,0.0396
3300_112,0.768
3300_113,0.8342
3300_114,0.7882
3300_115,0.7404
3300_116,0.7436
3300_117,0.827
3300_118,0.8196
3300_119,0.9186
3300_12,0.9462
3300_120,0.6866
3300_121,0.81
3300_122,0.7996
3300_123,0.797
3300_124,0.929
3300_125,0.886
3300_126,0.8484
3300_127,0.7794
3300_128,0.8124
3300_129,0.863
3300_13,0.6832
3300_130,0.8374
3300_131,0.7532
3300_132,0.875
3300_133,0.7146
3300_134,0.8928
3300_135,0.7192
3300_136,0.7456
3300_137,0.8932
3300_138,0.6828
3300_139,0.9048
3300_14,0.7236
3300_140,0.833
3300_141,0.6894
3300_142,0.913
3300_143,0.0008
3300_144,0.8978
3300_145,0.7982
3300_146,0.8066
3300_147,0.7756
3300_148,0.7588
3300_149,0.7662
3300_15,0.8658
3300_150,0.9174
3300_151,0.94
3300_152,0.8932
3300_153,0.7288
3300_154,0.8388
3300_155,0.8758
3300_156,0.7642
3300_157,0.9478
3300_158,0.9296
3300_159,0.8958
3300_16,0.8948
3300_160,0.7414
3300_161,0.7274
3300_162,0.0524
3300_163,0.8234
3300_164,0.765
3300_165,0.9174
3300_166,0.8676
3300_167,0.076
3300_168,0.9054
3300_169,0.7872
3300_17,0.8958
3300_170,0.0434
3300_171,0.0698
3300_172,0.9298
3300_173,0.789
3300_174,0.9374
3300_175,0.8906
3300_176,0.8714
3300_177,0.852
3300_178,0.859
3300_179,0.9302
3300_18,0.8766
3300_180,0.8408
3300_181,0.6446
3300_182,0.9368
3300_183,0.911
3300_184,0.8782
3300_185,0.0378
3300_186,0.9786
3300_187,0.821
3300_188,0.7046
3300_189,0.687
3300_19,0.7944
3300_190,0.7126
3300_191,0.961
3300_192,0.7256
3300_193,0.9532
3300_194,0.8828
3300_195,0.968
3300_196,0.8232
3300_197,0.8502
3300_198,0.8762
3300_199,0.9032
3300_2,0.7982
3300_20,0.6918
3300_200,0.7994
3300_21,0.6482
3300_22,0.7894
3300_23,0.0666
3300_24,0.9292
3300_25,0.7588
3300_26,0.9152
3300_27,0.7062
3300_28,0.9088
3300_29,0.842
3300_3,0.7952
3300_30,0.7958
3300_31,0.8986
3300_32,0.8572
3300_33,0.0052
3300_34,0.861
3300_35,0.8564
3300_36,0.793
3300_37,0.8194
3300_38,0.9136
3300_39,0.8156
3300_4,0.9312
3300_40,0.007
3300_41,0.8586
3300_42,0.6746
3300_43,0.7364
3300_44,0.8158
3300_45,0.829
3300_46,0.795
3300_47,0.7194
3300_48,0.6542
3300_49,0.8266
3300_5,0.8734
3300_50,0.9284
3300_51,0.7536
3300_52,0.7804
3300_53,0.804
3300_54,0.769
3300_55,0.8638
3300_56,0.7298
3300_57,0.8318
3300_58,0.8818
3300_59,0.8306
3300_6,0.7284
3300_60,0.7456
3300_61,0.7328
3300_62,0.6942
3300_63,0.9758
3300_64,0.937
3300_65,0.8934
3300_66,0.6794
3300_67,0.8328
3300_68,0.9548
3300_69,0.86
3300_7,0.8356
3300_70,0.6948
3300_71,0.8348
3300_72,0.7646
3300_73,0.6612
3300_74,0.6622
3300_75,0.7978
3300_76,0.7262
3300_77,0.7326
3300_78,0.9304
3300_79,0.9018
3300_8,0.6738
3300_80,0.808
3300_81,0.9048
3300_82,0.7834
3300_83,0.6806
3300_84,0.7794
3300_85,0.8202
3300_86,0.9256
3300_87,0.8426
3300_88,0.7232
3300_89,0.762
3300_9,0.9168
3300_90,0.019
3300_91,0.8766
3300_92,0.002
3300_93,0.7138
3300_94,0.7784
3300_95,0.7762
3300_96,0.0242
3300_97,0.6846
3300_98,0.9162
3300_99,0.8378
2846_1,0.8264
2846_10,0.9954
2846_100,0.7874
2846_101,0.018
2846_102,0.7364
2846_103,0.0134
2846_104,0.9528
2846_105,0.935
2846_106,0.982
2846_107,0.7416
2846_108,0.8312
2846_109,0.9154
2846_11,0.799
2846_110,0.7536
2846_111,0.9816
2846_112,0.8184
2846_113,0.766
2846_114,0.9332
2846_115,0.8818
2846_116,0.838
2846_117,0.6998
2846_118,0.0412
2846_119,0.9486
2846_12,0.8848
2846_120,0.8138
2846_121,0.9292
2846_122,0.979
2846_123,0.9698
2846_124,0.9354
2846_125,0.9758
2846_126,0.7256
2846_127,0.9116
2846_128,0.8732
2846_129,0.9772
2846_13,0.8556
2846_130,0.9276
2846_131,0.9438
2846_132,0.8382
2846_133,0.8506
2846_134,0.748
2846_135,0.7616
2846_136,0.881
2846_137,0.9352
2846_138,0.6772
2846_139,0.8592
2846_14,0.0016
2846_140,0.9522
2846_141,0.941
2846_142,0.7146
2846_143,0.9402
2846_144,0.8458
2846_145,0.7038
2846_146,0.905
2846_147,0.7882
2846_148,0.8794
2846_149,0.9754
2846_15,0.7816
2846_150,0.9598
2846_151,0.7492
2846_152,0.8508
2846_153,0.7868
2846_154,0.8796
2846_155,0.7904
2846_156,0.829
2846_157,0.9972
2846_158,0.8694
2846_159,0.9246
2846_16,0.9304
2846_160,0.9418
2846_161,0.8626
2846_162,0.9772
2846_163,0.764
2846_164,0.9864
2846_165,0.7356
2846_166,0.8362
2846_167,0.8046
2846_168,0.822
2846_169,0.922
2846_17,0.9828
2846_170,0.7698
2846_171,0.767
2846_172,0.9732
2846_173,0.6988
2846_174,0.8454
2846_175,0.8084
2846_176,0.8172
2846_177,0.8644
2846_178,0.9512
2846_179,0.7434
2846_18,0.0036
2846_180,0.8272
2846_181,0.8748
2846_182,0.9936
2846_183,0.9036
2846_184,0.6468
2846_185,0.0046
2846_186,0.7468
2846_187,0.813
2846_188,0.8996
2846_189,0.0088
2846_19,0.7688
2846_190,0.926
2846_191,0.9488
2846_192,0.6402
2846_193,0.9566
2846_194,0.8942
2846_195,0.0008
2846_196,0.983
2846_197,0.77
2846_198,0.9964
2846_199,0.9266
2846_2,0.9742
2846_20,0.91
2846_200,0.7014
2846_21,0.7944
2846_22,0.7164
2846_23,0.9732
2846_24,0.0784
2846_25,0.8756
2846_26,0.0066
2846_27,0.9734
2846_28,0.9682
2846_29,0.818
2846_3,0.7382
2846_30,0.7566
2846_31,0.9822
2846_32,0.9862
2846_33,0.8244
2846_34,0.9854
2846_35,0.7372
2846_36,0.9024
2846_37,0.8866
2846_38,0.9908
2846_39,0.8136
2846_4,0.8726
2846_40,0.7906
2846_41,0.928
2846_42,0.7208
2846_43,0.727
2846_44,0.6494
2846_45,0.8484
2846_46,0.9378
2846_47,0.9042
2846_48,0.8822
2846_49,0.9084
2846_5,0.7636
2846_50,0.8284
2846_51,0.8818
2846_52,0.9436
2846_53,0.7074
2846_54,0.9316
2846_55,0.6606
2846_56,0.8214
2846_57,0.6678
2846_58,0.0
2846_59,0.9526
2846_6,0.6604
2846_60,0.8396
2846_61,0.664
2846_62,0.9666
2846_63,0.0316
2846_64,0.7378
2846_65,0.7372
2846_66,0.8548
2846_67,0.8846
2846_68,0.704
2846_69,0.7972
2846_7,0.9568
2846_70,0.838
2846_71,0.8686
2846_72,0.9234
2846_73,0.7998
2846_74,0.9838
2846_75,0.9654
2846_76,0.9674
2846_77,0.6518
2846_78,0.969
2846_79,0.0328
2846_8,0.73
2846_80,0.9966
2846_81,0.6848
2846_82,0.8466
2846_83,0.8748
2846_84,0.9754
2846_85,0.7798
2846_86,0.9852
2846_87,0.9462
2846_88,0.9068
2846_89,0.9776
2846_9,0.9468
2846_90,0.885
2846_91,0.9494
2846_92,0.8256
2846_93,0.7256
2846_94,0.92
2846_95,0.8826
2846_96,0.8434
2846_97,0.9886
2846_98,0.7362
2846_99,0.822
1909_1,0.6892
1909_10,0.72
1909_100,0.952
1909_101,0.8822
1909_102,0.9442
1909_103,0.8156
1909_104,0.794
1909_105,0.9502
1909_106,0.8668
1909_107,0.8932
1909_108,0.7748
1909_109,0.8572
1909_11,0.9566
1909_110,0.7306
1909_111,0.9066
1909_112,0.9444
1909_113,0.9436
1909_114,0.735
1909_115,0.753
1909_116,0.7394
1909_117,0.8732
1909_118,0.7772
1909_119,0.8688
1909_12,0.8494
1909_120,0.888
1909_121,0.9622
1909_122,0.7466
1909_123,0.7988
1909_124,0.8716
1909_125,0.843
1909_126,0.7122
1909_127,0.7072
1909_128,0.017
1909_129,0.709
1909_13,0.9266
1909_130,0.7904
1909_131,0.9156
1909_132,0.8392
1909_133,0.9542
1909_134,0.6944
1909_135,0.904
1909_136,0.9246
1909_137,0.6778
1909_138,0.8522
1909_139,0.9642
1909_14,0.0484
1909_140,0.7962
1909_141,0.8006
1909_142,0.802
1909_143,0.8986
1909_144,0.8682
1909_145,0.7036
1909_146,0.9652
1909_147,0.9002
1909_148,0.8398
1909_149,0.9844
1909_15,0.956
1909_150,0.7458
1909_151,0.7828
1909_152,0.6758
1909_153,0.6818
1909_154,0.8726
1909_155,0.851
1909_156,0.8358
1909_157,0.7654
1909_158,0.847
1909_159,0.6806
1909_16,0.8108
1909_160,0.8802
1909_161,0.7416
1909_162,0.8432
1909_163,0.8246
1909_164,0.7134
1909_165,0.7274
1909_166,0.6988
1909_167,0.7762
1909_168,0.9646
1909_169,0.7936
1909_17,0.8412
1909_170,0.8518
1909_171,0.889
1909_172,0.8274
1909_173,0.9718
1909_174,0.8582
1909_175,0.635
1909_176,0.6586
1909_177,0.9202
1909_178,0.7818
1909_179,0.02
1909_18,0.972
1909_180,0.7436
1909_181,0.9426
1909_182,0.9592
1909_183,0.957
1909_184,0.9158
1909_185,0.988
1909_186,0.042
1909_187,0.8328
1909_188,0.7902
1909_189,0.8008
1909_19,0.71
1909_190,0.6656
1909_191,0.9272
1909_192,0.9374
1909_193,0.0038
1909_194,0.9048
1909_195,0.9232
1909_196,0.9006
1909_197,0.7924
1909_198,0.676
1909_199,0.7278
1909_2,0.7064
1909_20,0.8316
1909_200,0.6998
1909_21,0.8862
1909_22,0.8288
1909_23,0.0342
1909_24,0.8642
1909_25,0.8134
1909_26,0.6932
1909_27,0.7152
1909_28,0.061
1909_29,0.7308
1909_3,0.0302
1909_30,0.7832
1909_31,0.9646
1909_32,0.9662
1909_33,0.8314
1909_34,0.671
1909_35,0.889
1909_36,0.8428
1909_37,0.7136
1909_38,0.9336
1909_39,0.7664
1909_4,0.8472
1909_40,0.9212
1909_41,0.7828
1909_42,0.8768
1909_43,0.8368
1909_44,0.8006
1909_45,0.8426
1909_46,0.7078
1909_47,0.7824
1909_48,0.661
1909_49,0.8448
1909_5,0.728
1909_50,0.8366
1909_51,0.6796
1909_52,0.8236
1909_53,0.9262
1909_54,0.7994
1909_55,0.6698
1909_56,0.9662
1909_57,0.942
1909_58,0.7386
1909_59,0.706
1909_6,0.847
1909_60,0.9424
1909_61,0.9188
1909_62,0.8256
1909_63,0.7576
1909_64,0.848
1909_65,0.796
1909_66,0.8778
1909_67,0.0002
1909_68,0.9392
1909_69,0.9238
1909_7,0.03
1909_70,0.8158
1909_71,0.8464
1909_72,0.9754
1909_73,0.0036
1909_74,0.6772
1909_75,0.7586
1909_76,0.8744
1909_77,0.7196
1909_78,0.953
1909_79,0.83
1909_8,0.8306
1909_80,0.9492
1909_81,0.7754
1909_82,0.769
1909_83,0.8248
1909_84,0.8564
1909_85,0.6604
1909_86,0.894
1909_87,0.6754
1909_88,0.9926
1909_89,0.7816
1909_9,0.864
1909_90,0.8622
1909_91,0.8848
1909_92,0.8202
1909_93,0.762
1909_94,0.9342
1909_95,0.8208
1909_96,0.6872
1909_97,0.8828
1909_98,0.7276
1909_99,0.957
24_1,0.7154
24_10,0.99
24_100,0.7186
24_101,0.9624
24_102,0.9742
24_103,0.9438
24_104,0.9416
24_105,0.0128
24_106,0.974
24_107,0.8514
24_108,0.8692
24_109,0.8534
24_11,0.8488
24_110,0.7806
24_111,0.8752
24_112,0.8912
24_113,0.904
24_114,0.7128
24_115,0.9012
24_116,0.9156
24_117,0.9434
24_118,0.9276
24_119,0.9618
24_12,0.0
24_120,0.9256
24_121,0.977
24_122,0.9668
24_123,0.9806
24_124,0.0002
24_125,0.1106
24_126,0.9664
24_127,0.868
24_128,0.7424
24_129,0.7982
24_13,0.7068
24_130,0.9268
24_131,0.955
24_132,0.9824
24_133,0.8772
24_134,0.856
24_135,0.033
24_136,0.9666
24_137,0.7536
24_138,0.9094
24_139,0.7704
24_14,0.0178
24_140,0.8324
24_141,0.901
24_142,0.96
24_143,0.8688
24_144,0.0012
24_145,0.6456
24_146,0.9176
24_147,0.9256
24_148,0.8596
24_149,0.7916
24_15,0.9658
24_150,0.6418
24_151,0.0168
24_152,0.8
24_153,0.8716
24_154,0.7586
24_155,0.6394
24_156,0.7874
24_157,0.8892
24_158,0.9768
24_159,0.9136
24_16,0.9514
24_160,0.876
24_161,0.8384
24_162,0.9058
24_163,0.9822
24_164,0.9864
24_165,0.8318
24_166,0.8554
24_167,0.6906
24_168,0.0316
24_169,0.8176
24_17,0.9204
24_170,0.64
24_171,0.9188
24_172,0.9628
24_173,0.948
24_174,0.9204
24_175,0.913
24_176,0.8352
24_177,0.9436
24_178,0.9756
24_179,0.8756
24_18,0.9654
24_180,0.8356
24_181,0.8704
24_182,0.9572
24_183,0.8268
24_184,0.7142
24_185,0.8642
24_186,0.9068
24_187,0.8176
24_188,0.8488
24_189,0.8184
24_19,0.925
24_190,0.9366
24_191,0.9204
24_192,0.832
24_193,0.7634
24_194,0.7342
24_195,0.9742
24_196,0.9042
24_197,0.9788
24_198,0.9916
24_199,0.8854
24_2,0.87
24_20,0.8492
24_200,0.9354
24_21,0.034
24_22,0.9614
24_23,0.8304
24_24,0.9984
24_25,0.9474
24_26,0.958
24_27,0.8782
24_28,0.795
24_29,0.8598
24_3,0.9532
24_30,0.914
24_31,0.768
24_32,0.93
24_33,0.9036
24_34,0.7528
24_35,0.973
24_36,0.8892
24_37,0.888
24_38,0.804
24_39,0.9886
24_4,0.7586
24_40,0.9608
24_41,0.9512
24_42,0.7092
24_43,0.8112
24_44,0.9518
24_45,0.0146
24_46,0.9452
24_47,0.876
24_48,0.9486
24_49,0.8582
24_5,0.7648
24_50,0.8366
24_51,0.032
24_52,0.9848
24_53,0.9128
24_54,0.94
24_55,0.9106
24_56,0.913
24_57,0.8944
24_58,0.8306
24_59,0.8676
24_6,0.9398
24_60,0.9828
24_61,0.9086
24_62,0.7504
24_63,0.7598
24_64,0.9464
24_65,0.8928
24_66,0.006
24_67,0.7614
24_68,0.666
24_69,0.9138
24_7,0.0032
24_70,0.8584
24_71,0.8156
24_72,0.6914
24_73,0.9638
24_74,0.0002
24_75,0.9832
24_76,0.6304
24_77,0.9
24_78,0.9582
24_79,0.981
24_8,0.8144
24_80,0.8808
24_81,0.802
24_82,0.7644
24_83,0.011
24_84,0.8014
24_85,0.9476
24_86,0.9964
24_87,0.9036
24_88,0.9696
24_89,0.899
24_9,0.8092
24_90,0.7564
24_91,0.8768
24_92,0.8786
24_93,0.6378
24_94,0.9072
24_95,0.0032
24_96,0.9068
24_97,0.9178
24_98,0.8398
24_99,0.0426
1940_1,0.7822
1940_10,0.949
1940_100,0.0
1940_101,0.8278
1940_102,0.8372
1940_103,0.9594
1940_104,0.777
1940_105,0.9006
1940_106,0.8424
1940_107,0.7772
1940_108,0.9336
1940_109,0.7726
1940_11,0.8524
1940_110,0.8138
1940_111,0.8804
1940_112,0.7932
1940_113,0.8444
1940_114,0.6882
1940_115,0.8496
1940_116,0.8688
1940_117,0.8612
1940_118,0.9604
1940_119,0.0744
1940_12,0.777
1940_120,0.7408
1940_121,0.692
1940_122,0.768
1940_123,0.9594
1940_124,0.8922
1940_125,0.7806
1940_126,0.897
1940_127,0.8998
1940_128,0.7052
1940_129,0.683
1940_13,0.6988
1940_130,0.8192
1940_131,0.901
1940_132,0.803
1940_133,0.7884
1940_134,0.6982
1940_135,0.8448
1940_136,0.7552
1940_137,0.807
1940_138,0.888
1940_139,0.6856
1940_14,0.908
1940_140,0.7708
1940_141,0.8414
1940_142,0.7762
1940_143,0.8988
1940_144,0.8702
1940_145,0.696
1940_146,0.7808
1940_147,0.7748
1940_148,0.0894
1940_149,0.7306
1940_15,0.9262
1940_150,0.8864
1940_151,0.8898
1940_152,0.7754
1940_153,0.7822
1940_154,0.7464
1940_155,0.8178
1940_156,0.7454
1940_157,0.7762
1940_158,0.941
1940_159,0.7442
1940_16,0.898
1940_160,0.7106
1940_161,0.9048
1940_162,0.8874
1940_163,0.878
1940_164,0.8794
1940_165,0.7026
1940_166,0.8538
1940_167,0.6798
1940_168,0.6588
1940_169,0.8896
1940_17,0.9046
1940_170,0.8266
1940_171,0.7816
1940_172,0.7838
1940_173,0.8368
1940_174,0.7566
1940_175,0.7292
1940_176,0.8192
1940_177,0.7196
1940_178,0.7918
1940_179,0.789
1940_18,0.8766
1940_180,0.7172
1940_181,0.7464
1940_182,0.7802
1940_183,0.9602
1940_184,0.8468
1940_185,0.828
1940_186,0.8882
1940_187,0.6862
1940_188,0.7534
1940_189,0.8168
1940_19,0.7784
1940_190,0.9006
1940_191,0.7226
1940_192,0.8906
1940_193,0.7262
1940_194,0.6814
1940_195,0.9256
1940_196,0.7852
1940_197,0.698
1940_198,0.8598
1940_199,0.7852
1940_2,0.8886
1940_20,0.6922
1940_200,0.9068
1940_21,0.828
1940_22,0.7996
1940_23,0.9508
1940_24,0.8754
1940_25,0.7692
1940_26,0.8286
1940_27,0.9062
1940_28,0.0244
1940_29,0.71
1940_3,0.8138
1940_30,0.8034
1940_31,0.8978
1940_32,0.8376
1940_33,0.7154
1940_34,0.637
1940_35,0.721
1940_36,0.7234
1940_37,0.863
1940_38,0.7952
1940_39,0.6734
1940_4,0.69
1940_40,0.7128
1940_41,0.941
1940_42,0.8746
1940_43,0.7824
1940_44,0.9498
